name,link,image,description,reference,price_tunisianet,availability_tunisianet
PC PORTABLE ASUS A15 HN094W / RYZEN 7 6800H / 24 GO / RTX 3060,https://www.tunisianet.com.tn/pc-portable-gamer/61160-pc-portable-asus-a15-hn094w-ryzen-7-6800h-24-go-rtx-3060.html,https://www.tunisianet.com.tn/283622-home/pc-portable-asus-a15-hn094w-ryzen-7-6800h-24-go-rtx-3060.jpg,"Ecran 15.6"" LED Full HD IPS 144Hz - Processeur AMD Ryzen 7 6800H, Up to 4.7 Ghz, 20 Mo de cache - 24 Go de mémoire DDR5 - Disque 512 Go SSD M.2 - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée GDDR6 -  Clavier rétroéclairé - Technologie Dolby Atmos - Wifi 6 - Bluetooth 5.2 - Webcam HD 720p - USB 3.2 Gen 1 - USB 3.2 Type C - 1x HDMI - 1x RJ45 - Windows 11 - Garantie 2 ans",TUF507RM-HN094W-24,"4 548,000 DT",En stock
Pc Portable Gamer Asus ROG Zephyrus G14 GA401QC-K2123W / Ryzen R7 5800HS / RTX 3050 / 16 Go,https://www.tunisianet.com.tn/pc-portable-gamer/59335-pc-portable-gamer-asus-rog-zephyrus-g14-ga401qc-k2123w-ryzen-r7-5800hs-rtx-3050-16-go.html,https://www.tunisianet.com.tn/272097-home/pc-portable-gamer-asus-rog-zephyrus-g14-ga401qc-k2123w-ryzen-r7-5800hs-rtx-3050-16-go.jpg,"Ecran 14"" 2560x1440 IPS, 120Hz - Processeur AMD Ryzen R7-5800HS , 4.4GHz, 20 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Carte Graphique NVIDIA GeForce RTX 3050 , 4 Go de mémoire GDDR6 dédiée - Clavier backlight - WiFi 6 - Bluetooth 5.1 - 2x USB3.2 - 2x USB 3.2 Type-C - HDMI - Windows 11 - Garantie 2 ans",GA401QC-K2123W-2Y,"4 589,000 DT",Sur commande
PC Portable HP Spectre x360 Convertible 14-ef0003nk Tactile / i5-1235U / 16 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/58943-pc-portable-hp-spectre-x360-convertible-14-ef0003nk-tactile-i5-1235u-16-go.html,https://www.tunisianet.com.tn/268897-home/pc-portable-hp-spectre-x360-convertible-14-ef0003nk-tactile-i5-1235u-16-go.jpg,"Ecran 13.5"" IPS WUXGA 1920 x 1280p IPS Tactile - Processeu Intel Core i5-1235U, Up to 4.4 GHz, 12 Mo de mémoire cache - Mémoire 8 Go - Disque 512 Go SSD - Carte graphique Intel Iris Xe - Wifi 6E - Bluetooth 5.2 - Clavier rétroéclairé - 2x Thunderbolt™ 4 - USB Type-A SuperSpeed - Lecteur de cartes - Webcam HD - Système audio Bang & Olusfen avec HP Audio Boost - Windows 11 - Poids 1.36 KG - Couleur Noir - Garantie 1 an",6F7Z4EA,"4 599,000 DT",Sur commande
Pc portable Gamer MSI Katana GF76 12UC-081FR / i7 12é Gen / RTX 3050 4Go / 16 Go,https://www.tunisianet.com.tn/pc-portable-gamer/60865-pc-portable-gamer-msi-katana-gf76-12uc-081fr-i7-12e-gen-rtx-3050-4go-16-go.html,https://www.tunisianet.com.tn/282313-home/pc-portable-gamer-msi-katana-gf76-12uc-081fr-i7-12e-gen-rtx-3050-4go-16-go.jpg,"Écran 17.3"" Full HD IPS 144Hz - Processeur Intel Core i7-12700H, up to 4.7 Ghz, 24 Mo de cache - Mémoire 16 Go  - Disque 1 To SSD M.2 NVMe - Carte graphique Nvidea Geforce RTX 3050, 4 Go de mémoire dédiée - Wifi 6 - Bluetooth 5.1 - RJ-45 - USB 3.2 - USB 3.0 Type-C - HDMI - Couleur Noir - Clavier rétroéclairé - Windows 11 - Garantie 2 ans",9S7-17L422-081,"4 599,000 DT",Sur commande
Pc portable Gamer MSI Katana GF76-12UE / i7 12é Gen / RTX 3060 12Go / 32 Go,https://www.tunisianet.com.tn/pc-portable-gamer/61111-pc-portable-gamer-msi-katana-gf76-12ue-i7-12e-gen-rtx-3060-12go-32-go.html,https://www.tunisianet.com.tn/283383-home/pc-portable-gamer-msi-katana-gf76-12ue-i7-12e-gen-rtx-3060-12go-32-go.jpg,"Écran 17.3"" Full HD IPS 144Hz - Processeur Intel Core i7-12650H, up to 4.7 Ghz, 24 Mo de cache - Mémoire 32 Go - Disque 512 Go SSD M.2 NVMe - Carte graphique Nvidea Geforce RTX 3060, 6 Go de mémoire dédiée - Wifi 6 - Bluetooth 5.1 - RJ-45 - USB 3.2 - USB 3.0 Type-C - HDMI - Couleur Noir - Clavier rétroéclairé - Windows 11 - Garantie 2 ans",GF76-12UE-629FR-32,"4 631,000 DT",En stock
"PC Portable Apple MacBook Pro M1 13.3"" / 256 Go SSD / Gris Sidéral",https://www.tunisianet.com.tn/pc-portable-tunisie/51857-pc-portable-apple-macbook-pro-m1-133-256-go-ssd-gris-sideral.html,https://www.tunisianet.com.tn/218151-home/pc-portable-apple-macbook-pro-m1-133-256-go-ssd-gris-sideral.jpg,"Ecran 13.3"" QHD+ LED Retina IPS  2560 x 1600 pixels - Processeur Apple M1 (CPU 8 coeurs / GPU 8 coeurs / Neural Engine 16 coeurs) - Mémoire 8 Go - Disque 256 Go SSD - Wifi 6 - Jack 3.5mm - Bluetooth 5.0 - 2x Thunderbolt 3/USB-C - Webcam + Micro - Apple macOS Big Sur - Touch Bar - Capteur Touch ID - Couleur Gris - Garantie 1 an",MYD82FN/A,"4 635,000 DT",En stock
PC PORTABLE ASUS A15 HN094W / RYZEN 7 6800H / 32 GO / RTX 3060,https://www.tunisianet.com.tn/pc-portable-gamer/61161-pc-portable-asus-a15-hn094w-ryzen-7-6800h-24-go-rtx-3060.html,https://www.tunisianet.com.tn/283627-home/pc-portable-asus-a15-hn094w-ryzen-7-6800h-24-go-rtx-3060.jpg,"Ecran 15.6"" LED Full HD IPS 144Hz - Processeur AMD Ryzen 7 6800H, Up to 4.7 Ghz, 20 Mo de cache - 32 Go de mémoire DDR5 - Disque 512 Go SSD M.2 - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée GDDR6 -  Clavier rétroéclairé - Technologie Dolby Atmos - Wifi 6 - Bluetooth 5.2 - Webcam HD 720p - USB 3.2 Gen 1 - USB 3.2 Type C - 1x HDMI - 1x RJ45 - Windows 11 - Garantie 2 ans",TUF507RM-HN094W-32,"4 648,000 DT",En stock
PC Portable ASUS TUF Dash FX517ZM / i7 12É GÉN / RTX 3060 6G / 32 GO,https://www.tunisianet.com.tn/pc-portable-gamer/61252-pc-portable-asus-tuf-dash-fx517zm-i7-12e-gen-rtx-3060-6g-32-go.html,https://www.tunisianet.com.tn/284137-home/pc-portable-asus-tuf-dash-fx517zm-i7-12e-gen-rtx-3060-6g-32-go.jpg,"Ecran 15.6"" Full HD IPS 144Hz - Processeur Intel Core i7-12650H, up to 4.7 Ghz, 24 Mo de mémoire cache - Mémoire 32 Go DDR5 - Disque 512 Go SSD M.2 NVMe - Carte graphique NVIDIA GeForce RTX 3060 , 6 Go de mémoire GDDR6 dédiée - Clavier rétroéclairé - Wifi 6 - Bluetooth 5.2 - USB 3.2 Gen 2 Type C - USB 3.2 Gen 1 - USB 2.0 - 1x HDMI - Webcam avec Micro - Windows 11 - Garantie 2 ans",FX517ZM-HF198W-32,"4 675,000 DT",En stock
Pc portable ASUS Zenbook Duo UX482EG-KA093T / i7 11è Gén / 16 Go / Bleu Foncé,https://www.tunisianet.com.tn/informatique/61076-pc-portable-asus-zenbook-duo-ux482eg-ka093t-i7-11e-gen-16-go-bleu-fonce.html,https://www.tunisianet.com.tn/283179-home/pc-portable-asus-zenbook-duo-ux482eg-ka093t-i7-11e-gen-16-go-bleu-fonce.jpg,"Ecran 14"" FHD - Processeur Intel Core i7-1165G7, 11è Gén, up to 4.7 Ghz, 12 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique NVIDIA GeForce MX450, 2 Go de mémoire dédiée - Wifi - Bluetooth 5.0 - 2x USB 3.1 Type C - 2x USB 3.1 - HDMI - Lecteurs de Cartes - Webcam HD - Couleur Bleu Foncé - Windows 10 - Clavier chiclet - Garantie 2 ans",UX482EG-KA093T-2Y,"4 699,000 DT",Sur commande
Pc Portable Gaming HP OMEN 16-k0009nk / i5-12500H / 16 Go / RTX 3060 6G + Souris HP Gaming Offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/60342-pc-portable-gaming-hp-omen-16-k0009nk-i5-12500h-16-go-rtx-3060-6g.html,https://www.tunisianet.com.tn/281680-home/pc-portable-gaming-hp-omen-16-k0009nk-i5-12500h-16-go-rtx-3060-6g.jpg,"Écran 16.1"" Full HD IPS 144 Hz - Processeur intel Core i5-12500H, up to 4.5 Ghz, 18 Mo de mémoire cache - Mémoire 16 Go DDR5 - Disque 1 To SSD - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée - Wifi 6e - Bluetooth 5.2 - Clavier rétroéclairé RGB - SuperSpeed USB Type-C - USB Type-A SuperSpeed up to 5 Gbps - 1x Mini DisplayPort - HDMI 2.1 - RJ45 - 1x Port Casque Micro - Lecteur de cartes - Windows 11 - Garantie 1 an + Souris HP Gaming Offerte",6U8Y2EA,"4 699,000 DT",En stock
Pc portable HP ENVY x360 15-ew0001nk Tactile / i7-1260P / 16 Go / 512 Go SSD / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/58940-pc-portable-hp-envy-x360-15-ew0001nk-tactile-i7-1260p-16-go-512-go-ssd-noir.html,https://www.tunisianet.com.tn/268875-home/pc-portable-hp-envy-x360-15-ew0001nk-tactile-i7-1260p-16-go-512-go-ssd-noir.jpg,"Ecran 15.6"" Full HD IPS Tactile - Processeur Intel Core i7-1260P , up to 4.4 Ghz, 12 Mo de cache - Mémoire 16 Go - Disque 512 Go SSD M.2 - Carte graphique Intel Iris Xe - Wifi 6 - Bluetooth 5.2 - 2 Thunderbolt™ 4 - SuperSpeed USB - HDMI 2.1 - Lecteur de cartes SD - Webcam HD - Clavier rétroéclairé - Windows 11 - Couleur Noir - Garantie 1 an",6D6Y0EA,"4 759,000 DT",Sur commande
Pc portable MSI Prestige 15 A12SC / i7 12é Gen / GTX 1650 / 8 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/60899-pc-portable-msi-prestige-15-a12sc-i7-12e-gen-gtx-1650-8-go.html,https://www.tunisianet.com.tn/282461-home/pc-portable-msi-prestige-15-a12sc-i7-12e-gen-gtx-1650-8-go.jpg,"Écran 15.6"" Led FHD - Processeur Intel Core i7-1280P, up to 4.8 Ghz, 24 Mo de cache - Mémoire 8 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce GTX 1650, 4 Go de mémoire dédiée - Wifi - Bluetooth - USB 3.2 Type C - USB Typ-A - HDMI - RJ45 - Lecteur de cartes - Webcam 720p - Clavier rétroéclairé - Couleur Gris - Garantie 2 ans",PRESTIGE15-033X-2Y,"4 779,000 DT",En stock
Pc Portable ASUS TUF Gaming 17 TUF706HM-HX030W / i7 11è Gén / RTX 3060 6G / 16 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/60450-pc-portable-asus-tuf-gaming-17-tuf706hm-hx030w-i7-11e-gen-rtx-3060-6g-16-go.html,https://www.tunisianet.com.tn/280056-home/pc-portable-asus-tuf-gaming-17-tuf706hm-hx030w-i7-11e-gen-rtx-3060-6g-16-go.jpg,"Ecran 17.3"" Full HD 144Hz - Processeur Intel Core i7-11800H, up to 4.6 Ghz, 24 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD M.2 NVMe - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire Dédiée - Ethernet - Wifi 6 - Bluetooth 5.2 - USB 3.2 Type C - USB 3.2 - USB 3.2 Type C - 1x HDMI - Webcam avec Micro - Clavier rétroéclairé - Windows 11 - Garantie 2 ans",TUF706HM-HX030W-2Y,"4 829,000 DT",En stock
PC Portable Dell Gaming G15 5511 / i7-11800H / 16 Go / RTX 3060 6G / 1 To SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/58998-pc-portable-dell-gaming-g15-5511-i7-11800h-16-go-rtx-3060-6g-1-to-ssd.html,https://www.tunisianet.com.tn/269323-home/pc-portable-dell-gaming-g15-5511-i7-11800h-16-go-rtx-3060-6g-1-to-ssd.jpg,"Ecran 15.6"" FHD - Processeur Intel Core i7-11800H, up to 4.6 Ghz, 24 Mo de mémoire cache - Mémoire 16 Go - Disque 1 To SSD - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée - Clavier rétroéclairé - Wifi 6 - Bluetooth - RJ45 - 3x USB 3.2 - 1x USB-C 3.2 - HDMI - Port casque/micro - Webcam HD - Couleur Noir - Garantie 1 an",800277-5511,"4 899,000 DT",Sur commande
Pc Portable Gaming HP OMEN 16-k0009nk / i5-12500H / 32 Go / RTX 3060 6G + Souris HP Gaming Offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/60344-pc-portable-gaming-hp-omen-16-k0009nk-i5-12500h-32-go-rtx-3060-6g.html,https://www.tunisianet.com.tn/281682-home/pc-portable-gaming-hp-omen-16-k0009nk-i5-12500h-32-go-rtx-3060-6g.jpg,"Écran 16.1"" Full HD IPS 144 Hz - Processeur intel Core i5-12500H, up to 4.5 Ghz, 18 Mo de mémoire cache - Mémoire 32 Go DDR5 - Disque 1 To SSD - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée - Wifi 6e - Bluetooth 5.2 - Clavier rétroéclairé RGB - SuperSpeed USB Type-C - USB Type-A SuperSpeed up to 5 Gbps - 1x Mini DisplayPort - HDMI 2.1 - RJ45 - 1x Port Casque Micro - Lecteur de cartes - Windows 11 - Garantie 1 an + Souris HP Gaming Offerte",6U8Y2EA-32,"4 975,000 DT",En stock
Pc portable Lenovo Legion S7 15IMH5 / i7 10é Gén / 16 Go / Noir + Casque Gaming H200 Legion Offert,https://www.tunisianet.com.tn/pc-portable-tunisie/54454-pc-portable-lenovo-legion-s7-15imh5-i7-10e-gen-16-go-noir.html,https://www.tunisianet.com.tn/283369-home/pc-portable-lenovo-legion-s7-15imh5-i7-10e-gen-16-go-noir.jpg,"Écran 15.6"" Full HD LED 144 Hz - Processeur Intel Core i7- 10750H , up to 5.0 Ghz, 12 Mo de cache - Mémoire 16 Go - Disque 1 To SSD - Carte graphique Nvidia GeForce GTX 1660 Ti Max-Q , 6 Go de mémoire GDDR6 dédiée - Wifi 6 - Bluetooth 5.1 - Lecteur Carte - 2x USB 3.2 - 2x USB-C 3.2 - Lecteur d'empreintes digitales - Clavier Retroéclairé RGB - Windows 10 - Couleur Noir - Garantie 2 ans + Casque Gaming H200 Legion Offert",82BC0062FE-2Y,"4 995,000 DT",En stock
Pc Portable Gaming HP OMEN 16-k0009nk / i5-12500H / 24 Go / RTX 3060 6G + Souris HP Gaming Offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/60343-pc-portable-gaming-hp-omen-16-k0009nk-i5-12500h-24-go-rtx-3060-6g.html,https://www.tunisianet.com.tn/281681-home/pc-portable-gaming-hp-omen-16-k0009nk-i5-12500h-24-go-rtx-3060-6g.jpg,"Écran 16.1"" Full HD IPS 144 Hz - Processeur intel Core i5-12500H, up to 4.5 Ghz, 18 Mo de mémoire cache - Mémoire 24 Go DDR5 - Disque 1 To SSD - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée - Wifi 6e - Bluetooth 5.2 - Clavier rétroéclairé RGB - SuperSpeed USB Type-C - USB Type-A SuperSpeed up to 5 Gbps - 1x Mini DisplayPort - HDMI 2.1 - RJ45 - 1x Port Casque Micro - Lecteur de cartes - Windows 11 - Garantie 1 an + Souris HP Gaming Offerte",6U8Y2EA-24,"4 997,000 DT",En stock
PC Portable Apple MacBook Air M2 (2022) / 8Go / 256 Go / Lumière stellaire,https://www.tunisianet.com.tn/pc-portable-tunisie/60460-pc-portable-apple-macbook-air-m2-2022-8go-256-go-lumiere-stellaire.html,https://www.tunisianet.com.tn/280149-home/pc-portable-apple-macbook-air-m2-2022-8go-256-go-lumiere-stellaire.jpg,"Ecran 13"" LED Retina - Résolution (2560 x 1664) pixels True Tone - Processeur Apple M2 (CPU 8 coeurs / GPU 8 coeurs / Neural Engine 16 coeurs) - Mémoire 8 Go - Disque 256 Go SSD - Chipset graphique Apple M2 GPU 8 coeurs - Wifi 6 Ax - Bluetooth 5.0 - 2x Thunderbolt 4/USB-C - Webcam + Micro - Apple macOS Monterey - Couleur Or - Garantie 1 an",MLY13FN/A,"5 029,000 DT",Sur commande
Apple MacBook Air Retina M2 / 8Go / 256 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/60458-apple-macbook-air-retina-m2-8go-256-go-noir.html,https://www.tunisianet.com.tn/280161-home/apple-macbook-air-retina-m2-8go-256-go-noir.jpg,"Ecran 13"" LED Retina IPS - Résolution : 2560 x 1664 Pixels - Processeur Apple M2 (8 core CPU / 8 core GPU) - Mémoire 8 Go - Disque 256 Go - Caméra 1080p - 4 haut parleurs - Réseau de 3 microphones - ISP - Autonomie Jusqu'à 18 heures - Bluetooth 5.0 - USB-C - Jack 3.5mm - wifi 6 - Couleur Noir - Garantie 1 an",MLY33FN/A,"5 069,000 DT",Sur commande
Pc portable Lenovo Legion S7 15IMH5 / i7 10é Gén / 24 Go / Noir + Casque Gaming H200 Legion Offert,https://www.tunisianet.com.tn/pc-portable-tunisie/54455-pc-portable-lenovo-legion-s7-15imh5-i7-10e-gen-24-go-noir.html,https://www.tunisianet.com.tn/283370-home/pc-portable-lenovo-legion-s7-15imh5-i7-10e-gen-24-go-noir.jpg,"Écran 15.6"" Full HD LED 144 Hz - Processeur Intel Core i7- 10750H , up to 5.0 Ghz, 12 Mo de cache - Mémoire 24 Go - Disque 1 To SSD - Carte graphique Nvidia GeForce GTX 1660 Ti Max-Q , 6 Go de mémoire GDDR6 dédiée - Wifi 6 - Bluetooth 5.1 - Lecteur Carte - 2x USB 3.2 - 2x USB-C 3.2 - Lecteur d'empreintes digitales - Clavier Retroéclairé RGB - Windows 10 - Couleur Noir - Garantie 2 ans + Casque Gaming H200 Legion Offert",82BC0062FE-24,"5 089,000 DT",En stock
Pc Portable Gaming HP OMEN 16-k0007nk / i7 12ème Gén / RTX 3060 6G / 16 Go + Souris HP Gaming Offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/60339-pc-portable-gaming-hp-omen-16-k0007nk-i7-12eme-gen-rtx-3060-6g-16-go.html,https://www.tunisianet.com.tn/281683-home/pc-portable-gaming-hp-omen-16-k0007nk-i7-12eme-gen-rtx-3060-6g-16-go.jpg,"Écran 16.1""  Full HD IPS 144 Hz - Processeur intel Core i7-12700H, up to 4.7 Ghz, 24 Mo de mémoire cache - Mémoire 16 Go DDR5 - Disque 1 To SSD - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée - Wifi 6e - Bluetooth 5.2 - Clavier rétroéclairé RGB - SuperSpeed USB Type-C - USB Type-A SuperSpeed up to 5 Gbps - Webcam - 1x Mini DisplayPort - HDMI 2.1 - RJ45 - 1x Port Casque Micro - Lecteur de cartes - Windows 11 - Garantie 1 an + Souris HP Gaming Offerte",6U8Y0EA,"5 099,000 DT",En stock
"PC Portable Apple MacBook Pro M1 13.3"" / 512 Go SSD / Gris Sidéral",https://www.tunisianet.com.tn/pc-portable-tunisie/51855-pc-portable-apple-macbook-pro-m1-133-512-go-ssd-gris-sideral.html,https://www.tunisianet.com.tn/218146-home/pc-portable-apple-macbook-pro-m1-133-512-go-ssd-gris-sideral.jpg,"Ecran 13.3"" QHD+ LED Retina IPS  2560 x 1600 pixels - Processeur Apple M1 (CPU 8 coeurs / GPU 8 coeurs / Neural Engine 16 coeurs) - Mémoire 8 Go - Disque 512 Go SSD - Wifi 6 - Jack 3.5mm - Bluetooth 5.0 - 2x Thunderbolt 3/USB-C - Webcam + Micro - Apple macOS Big Sur - Touch Bar - Capteur Touch ID - Couleur Gris - Garantie 1 an",MYD92FN/A,"5 099,000 DT",En stock
Pc portable Lenovo Legion S7 15IMH5 / i7 10é Gén / 32 Go / Noir + Casque Gaming H200 Legion Offert,https://www.tunisianet.com.tn/pc-portable-tunisie/54456-pc-portable-lenovo-legion-s7-15imh5-i7-10e-gen-32-go-noir.html,https://www.tunisianet.com.tn/283371-home/pc-portable-lenovo-legion-s7-15imh5-i7-10e-gen-32-go-noir.jpg,"Écran 15.6"" Full HD LED 144 Hz - Processeur Intel Core i7- 10750H , up to 5.0 Ghz, 12 Mo de cache - Mémoire 32 Go - Disque 1 To SSD - Carte graphique Nvidia GeForce GTX 1660 Ti Max-Q , 8 Go de mémoire GDDR6 dédiée - Wifi 6 - Bluetooth 5.1 - Lecteur Carte - 2x USB 3.2 - 2x USB-C 3.2 - Lecteur d'empreintes digitales - Clavier Retroéclairé RGB - Windows 10 - Couleur Noir - Garantie 2 ans + Casque Gaming H200 Legion Offert",82BC0062FE-32,"5 189,000 DT",En stock
PC PORTABLE ASUS TUF Dash F15 (2022) FX517ZM-HN093W-2Y / i7 12É GÉN / RTX 3060 6G / 16 GO,https://www.tunisianet.com.tn/pc-portable-gamer/60451-pc-portable-asus-tuf-dash-f15-2022-fx517zm-hn093w-2y-i7-12e-gen-rtx-3060-6g-16-go.html,https://www.tunisianet.com.tn/280108-home/pc-portable-asus-tuf-dash-f15-2022-fx517zm-hn093w-2y-i7-12e-gen-rtx-3060-6g-16-go.jpg,"Ecran 15.6"" WQHD IPS 144Hz - Processeur Intel Core i7-12650H, up to 4.7 Ghz, 24 Mo de mémoire cache - Mémoire 16 Go DDR5 - Disque 512 Go SSD - Carte graphique NVIDIA GeForce RTX 3060 , 6 Go de mémoire GDDR6 dédiée - Wifi 6 - Bluetooth 5.2 - USB 3.2 Gen 2 Type C - USB 3.2 Gen 1 - USB 2.0 - 1x HDMI - Webcam avec Micro - Windows 11 - Garantie 2 ans",FX517ZM-HN093W-2Y,"5 199,000 DT",En stock
Portable Lenovo ThinkPad T14s Gen 2 / i7 11è Gén / 8 Go / 512 Go SSD,https://www.tunisianet.com.tn/pc-portable-tunisie/53572-portable-lenovo-thinkpad-t14s-gen-2-i7-11e-gen-8-go-512-go-ssd.html,https://www.tunisianet.com.tn/229925-home/portable-lenovo-thinkpad-t14s-gen-2-i7-11e-gen-8-go-512-go-ssd.jpg,"Ecran 14"" Full HD IPS- Processeur Intel Core i7-1165G7, up to 4.7 GHz, 12 Mo de cache - Mémoire 8 Go - Disque 512 Go SSD PCIe - Carte graphique Intel Iris Xe Graphics - Lecteur d'empreinte digitale Tactile (Match-On-Chip) - Wifi - Bluetooth 5.2 - Ethernet - 2x USB 3.1 Type-C - 2x USB 3.2 - HDMI 2.0 - Lecteur de cartes - Webcam HD 720p - Windows 10 Pro 64 - Couleur Noir - Windows 10 - Garantie 3 ans",20W0007PFE-3Y,"5 199,000 DT",Sur commande
Pc Portable Gaming HP OMEN 16-k0007nk / i7 12ème Gén / RTX 3060 6G / 24 Go + Souris HP Gaming Offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/60340-pc-portable-gaming-hp-omen-16-k0007nk-i7-12eme-gen-rtx-3060-6g-24-go.html,https://www.tunisianet.com.tn/281685-home/pc-portable-gaming-hp-omen-16-k0007nk-i7-12eme-gen-rtx-3060-6g-24-go.jpg,"Écran 16.1""  Full HD IPS 144 Hz - Processeur intel Core i7-12700H, up to 4.7 Ghz, 24 Mo de mémoire cache - Mémoire 24 Go DDR5 - Disque 1 To SSD - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée - Wifi 6e - Bluetooth 5.2 - Clavier rétroéclairé RGB - SuperSpeed USB Type-C - USB Type-A SuperSpeed up to 5 Gbps - Webcam - 1x Mini DisplayPort - HDMI 2.1 - RJ45 - 1x Port Casque Micro - Lecteur de cartes - Windows 11 - Garantie 1 an + Souris HP Gaming Offerte",6U8Y0EA-24,"5 237,000 DT",En stock
"PC Portable Apple MacBook Pro M2 (2022) 13"" / 8Go / 256 Go / Gris sidéral",https://www.tunisianet.com.tn/pc-portable-tunisie/60457-pc-portable-apple-macbook-pro-m2-2022-13-8go-256-go-gris-sideral.html,https://www.tunisianet.com.tn/280132-home/pc-portable-apple-macbook-pro-m2-2022-13-8go-256-go-gris-sideral.jpg,"Ecran 13"" LED Retina IPS - Résolution (2560 x 1600) pixels True Tone - Processeur Apple M2 (CPU 8 coeurs / GPU 10 coeurs / Neural Engine 16 coeurs) - Mémoire 8 Go - Disque 256 Go SSD - Chipset graphique Apple M2 GPU 10 coeurs - Wifi 6 Ax - Bluetooth 5.0 - 2x Thunderbolt 4/USB-C - Webcam + Micro - Apple macOS Monterey - Couleur Gris sidéral - Garantie 1 an",MNEH3FN/A,"5 349,000 DT",Sur commande
"PC Portable Apple MacBook Pro M2 (2022) 13"" / 8Go / 256 Go / Argent",https://www.tunisianet.com.tn/pc-portable-tunisie/60459-pc-portable-apple-macbook-pro-m2-2022-13-8go-256-go-argent.html,https://www.tunisianet.com.tn/280157-home/pc-portable-apple-macbook-pro-m2-2022-13-8go-256-go-argent.jpg,"Ecran 13"" LED Retina IPS - Résolution  (2560 x 1600) pixels True Tone - Processeur Apple M2 (CPU 8 coeurs / GPU 10 coeurs / Neural Engine 16 coeurs) - Mémoire 8 Go - Disque 256 Go SSD - Chipset graphique Apple M2 GPU 10 coeurs - Wifi 6 Ax - Bluetooth 5.0 - 2x Thunderbolt 4/USB-C - Webcam + Micro - Apple macOS Monterey - Couleur Argent - Garantie 1 an",MNEP3FN/A,"5 379,000 DT",Sur commande
PC Portable ASUS ROG Strix G15 G513RM-HQ003W / Ryzen 7 6800H / 16 Go / Gris,https://www.tunisianet.com.tn/pc-portable-tunisie/58008-pc-portable-asus-rog-strix-g15-g513rm-hq003w-ryzen-7-6800h-16-go-gris.html,https://www.tunisianet.com.tn/262453-home/pc-portable-asus-rog-strix-g15-g513rm-hq003w-ryzen-7-6800h-16-go-gris.jpg,"Ecran 15.6"" WQHD 2560 x 1440 165Hz IPS - Dolby Vision HDR - Processeur AMD Ryzen 7 6800H , up to 4.7 Ghz, 20 Mo de cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce RTX 3060, 6 Go de mémoire dédiée - Clavier chiclet rétroéclairé RGB 4 zones - Wifi 6 - Bluetooth 5.2 - 1x USB 3.2 Type C - 1x USB 3.2 Gen 2 Type-C prenant en charge DisplayPort / power delivery / G-SYNC - 2x USB 3.2 - RJ-45 - HDMI 2.0 - W indows 11 - Garantie 2 ans",G513RM-HQ003W,"5 389,000 DT",Sur commande
PC Portable Asus ROG Flow Tactile GV301RC-LJ004W / Ryzen 7 6800HS / RTX 3050 4G / 16 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/58437-pc-portable-asus-rog-flow-tactile-gv301rc-lj004w-ryzen-7-6800hs-rtx-3050-4g-32-go.html,https://www.tunisianet.com.tn/265294-home/pc-portable-asus-rog-flow-tactile-gv301rc-lj004w-ryzen-7-6800hs-rtx-3050-4g-32-go.jpg,"Ecran 13.4"" Tactile Dalle IPS UHD 4K - Résolution max 3840 x 2400 pixels - Processeur AMD Ryzen 7 6800HS, up to 4.7 GHz , 20 Mo de mémoire cache - 16 Go - Disque 512 Go SSD M.2 - Carte graphique Nvidia RTX 3050, 4 Go de mémoire DDR6 dédiée - Clavier C hiclet R étroéclairé - Webcam - Jack femelle 3.5 - RJ45 - 1x USB 3.1 - 2x USB Type-C 3.1 - Wifi 6 AX - Bluetooth 5.1 - HDMI - Couleur Gris - Windows 11 - Garantie 2 ans",GV301RC-LJ004W,"5 479,000 DT",En stock
